50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,50,50,50,50,50,50,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,50,50,50,50,50,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,50,50,50,50,50,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,30,30,80,80,80,80,80,80,80,80,80,80,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,30,30,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
